year,cable_id,ocean_route,operator_type,rfs_year,age_years,fiber_pairs,length_km,n_landing_countries,chokepoint,design_capacity_tbps,lit_capacity_tbps,utilization_pct,protected_burial,design_life_years,route_redundancy,is_low_redundancy,vulnerability_index,fault_cause,fault_this_year,fault_next_year
2026,CAB0390,Indian-Ocean,hyperscaler,2013,13,27,9180.0,2,None,794.6,794.6,45.2,0,25,43,0,48.4,none,0,
2015,CAB0391,EMEA-Asia,hyperscaler,2003,12,12,16405.0,5,None,181.7,177.3,42.8,0,25,27,1,54.8,none,0,0.0
2016,CAB0391,EMEA-Asia,hyperscaler,2003,13,12,16405.0,5,None,181.7,177.0,45.4,0,25,29,1,56.3,none,0,1.0
2017,CAB0391,EMEA-Asia,hyperscaler,2003,14,12,16405.0,5,None,181.7,181.7,67.7,0,25,32,1,57.9,fishing_anchor,1,0.0
2018,CAB0391,EMEA-Asia,hyperscaler,2003,15,12,16405.0,5,None,181.7,181.7,57.2,0,25,34,1,59.5,none,0,0.0
2019,CAB0391,EMEA-Asia,hyperscaler,2003,16,12,16405.0,5,None,181.7,181.7,100.0,0,25,37,1,61.1,none,0,0.0
2020,CAB0391,EMEA-Asia,hyperscaler,2003,17,12,16405.0,5,None,181.7,181.7,98.3,0,25,40,0,42.9,none,0,1.0
2021,CAB0391,EMEA-Asia,hyperscaler,2003,18,12,16405.0,5,None,181.7,181.7,100.0,0,25,44,0,44.4,fishing_anchor,1,1.0
2022,CAB0391,EMEA-Asia,hyperscaler,2003,19,12,16405.0,5,None,181.7,181.7,56.5,0,25,45,0,46.0,fishing_anchor,1,0.0
2023,CAB0391,EMEA-Asia,hyperscaler,2003,20,12,16405.0,5,None,181.7,181.7,74.3,0,25,47,0,47.6,none,0,0.0
2024,CAB0391,EMEA-Asia,hyperscaler,2003,21,12,16405.0,5,None,181.7,181.7,100.0,0,25,48,0,49.2,none,0,0.0
2025,CAB0391,EMEA-Asia,hyperscaler,2003,22,12,16405.0,5,None,181.7,181.7,70.4,0,25,47,0,50.8,none,0,0.0
2026,CAB0391,EMEA-Asia,hyperscaler,2003,23,12,16405.0,5,None,181.7,181.7,100.0,0,25,47,0,52.4,none,0,
2015,CAB0392,EMEA-Asia,consortium,1999,16,2,11717.0,7,None,18.9,18.9,53.1,1,25,27,1,45.2,none,0,0.0
2016,CAB0392,EMEA-Asia,consortium,1999,17,2,11717.0,7,None,18.9,18.9,100.0,1,25,29,1,46.8,none,0,0.0
2017,CAB0392,EMEA-Asia,consortium,1999,18,2,11717.0,7,None,18.9,18.9,100.0,1,25,32,1,48.4,none,0,0.0
2018,CAB0392,EMEA-Asia,consortium,1999,19,2,11717.0,7,None,18.9,18.9,70.8,1,25,34,1,50.0,none,0,0.0
2019,CAB0392,EMEA-Asia,consortium,1999,20,2,11717.0,7,None,18.9,18.9,78.6,1,25,37,1,51.6,none,0,0.0
2020,CAB0392,EMEA-Asia,consortium,1999,21,2,11717.0,7,None,18.9,18.9,90.1,1,25,40,0,33.3,none,0,0.0
2021,CAB0392,EMEA-Asia,consortium,1999,22,2,11717.0,7,None,18.9,18.9,100.0,1,25,44,0,34.9,none,0,0.0
2022,CAB0392,EMEA-Asia,consortium,1999,23,2,11717.0,7,None,18.9,18.9,77.6,1,25,45,0,36.5,none,0,0.0
2023,CAB0392,EMEA-Asia,consortium,1999,24,2,11717.0,7,None,18.9,18.9,100.0,1,25,47,0,38.1,none,0,0.0
2024,CAB0392,EMEA-Asia,consortium,1999,25,2,11717.0,7,None,18.9,18.9,65.0,1,25,48,0,39.7,none,0,0.0
2025,CAB0392,EMEA-Asia,consortium,1999,26,2,11717.0,7,None,18.9,18.9,95.5,1,25,47,0,41.3,none,0,
2015,CAB0393,Trans-Pacific,carrier,2010,5,8,14258.0,5,None,201.1,113.6,50.0,0,25,35,1,43.7,none,0,1.0
2016,CAB0393,Trans-Pacific,carrier,2010,6,8,14258.0,5,None,201.1,124.9,87.8,0,25,37,1,45.2,fishing_anchor,1,1.0
2017,CAB0393,Trans-Pacific,carrier,2010,7,8,14258.0,5,None,201.1,131.4,65.0,0,25,38,1,46.8,equipment,1,1.0
2018,CAB0393,Trans-Pacific,carrier,2010,8,8,14258.0,5,None,201.1,139.8,40.3,0,25,39,1,48.4,fishing_anchor,1,0.0
2019,CAB0393,Trans-Pacific,carrier,2010,9,8,14258.0,5,None,201.1,163.8,84.5,0,25,41,0,30.2,none,0,1.0
2020,CAB0393,Trans-Pacific,carrier,2010,10,8,14258.0,5,None,201.1,167.5,82.4,0,25,42,0,31.7,fishing_anchor,1,1.0
2021,CAB0393,Trans-Pacific,carrier,2010,11,8,14258.0,5,None,201.1,179.0,62.6,0,25,43,0,33.3,equipment,1,1.0
2022,CAB0393,Trans-Pacific,carrier,2010,12,8,14258.0,5,None,201.1,201.1,88.9,0,25,45,0,34.9,fishing_anchor,1,0.0
2023,CAB0393,Trans-Pacific,carrier,2010,13,8,14258.0,5,None,201.1,201.1,31.8,0,25,47,0,36.5,none,0,0.0
2024,CAB0393,Trans-Pacific,carrier,2010,14,8,14258.0,5,None,201.1,201.1,63.4,0,25,49,0,38.1,none,0,0.0
2025,CAB0393,Trans-Pacific,carrier,2010,15,8,14258.0,5,None,201.1,201.1,58.5,0,25,50,0,39.7,none,0,1.0
2026,CAB0393,Trans-Pacific,carrier,2010,16,8,14258.0,5,None,201.1,201.1,53.6,0,25,48,0,41.3,fishing_anchor,1,
2022,CAB0394,EMEA-Asia,hyperscaler,2022,0,8,17095.0,3,None,338.3,87.5,47.9,1,25,45,0,0.0,fishing_anchor,1,1.0
2023,CAB0394,EMEA-Asia,hyperscaler,2022,1,8,17095.0,3,None,338.3,125.5,65.9,1,25,47,0,1.6,fishing_anchor,1,0.0
2024,CAB0394,EMEA-Asia,hyperscaler,2022,2,8,17095.0,3,None,338.3,108.6,46.2,1,25,48,0,3.2,none,0,0.0
2025,CAB0394,EMEA-Asia,hyperscaler,2022,3,8,17095.0,3,None,338.3,158.4,46.9,1,25,47,0,4.8,none,0,0.0
2026,CAB0394,EMEA-Asia,hyperscaler,2022,4,8,17095.0,3,None,338.3,168.2,31.9,1,25,47,0,6.3,none,0,
2021,CAB0395,Americas,consortium,2021,0,8,5776.0,3,None,326.9,65.7,19.1,0,25,37,1,35.7,none,0,0.0
2022,CAB0395,Americas,consortium,2021,1,8,5776.0,3,None,326.9,119.6,30.4,0,25,37,1,37.3,none,0,0.0
2023,CAB0395,Americas,consortium,2021,2,8,5776.0,3,None,326.9,122.3,10.6,0,25,37,1,38.9,none,0,0.0
2024,CAB0395,Americas,consortium,2021,3,8,5776.0,3,None,326.9,140.0,83.3,0,25,39,1,40.5,none,0,1.0
2025,CAB0395,Americas,consortium,2021,4,8,5776.0,3,None,326.9,139.0,54.7,0,25,39,1,42.1,fishing_anchor,1,0.0
2026,CAB0395,Americas,consortium,2021,5,8,5776.0,3,None,326.9,190.3,61.5,0,25,40,0,23.8,none,0,
2019,CAB0396,Trans-Atlantic,consortium,2019,0,16,6550.0,7,None,608.0,134.5,58.5,0,25,45,0,15.9,none,0,0.0
2020,CAB0396,Trans-Atlantic,consortium,2019,1,16,6550.0,7,None,608.0,239.4,35.1,0,25,48,0,17.5,none,0,0.0
2021,CAB0396,Trans-Atlantic,consortium,2019,2,16,6550.0,7,None,608.0,251.9,41.6,0,25,50,0,19.0,none,0,0.0
2022,CAB0396,Trans-Atlantic,consortium,2019,3,16,6550.0,7,None,608.0,245.9,40.0,0,25,51,0,20.6,none,0,0.0
2023,CAB0396,Trans-Atlantic,consortium,2019,4,16,6550.0,7,None,608.0,288.9,74.2,0,25,54,0,22.2,none,0,0.0
2024,CAB0396,Trans-Atlantic,consortium,2019,5,16,6550.0,7,None,608.0,326.5,55.4,0,25,58,0,23.8,none,0,0.0
2025,CAB0396,Trans-Atlantic,consortium,2019,6,16,6550.0,7,None,608.0,400.5,40.0,0,25,62,0,25.4,none,0,0.0
2026,CAB0396,Trans-Atlantic,consortium,2019,7,16,6550.0,7,None,608.0,438.5,87.9,0,25,63,0,27.0,none,0,
2015,CAB0397,Intra-Europe,consortium,2002,13,2,1028.0,11,None,27.4,27.4,59.6,0,25,41,0,36.5,none,0,0.0
2016,CAB0397,Intra-Europe,consortium,2002,14,2,1028.0,11,None,27.4,27.4,42.9,0,25,42,0,38.1,none,0,0.0
2017,CAB0397,Intra-Europe,consortium,2002,15,2,1028.0,11,None,27.4,27.4,70.5,0,25,44,0,39.7,none,0,0.0
2018,CAB0397,Intra-Europe,consortium,2002,16,2,1028.0,11,None,27.4,27.4,58.8,0,25,45,0,41.3,none,0,0.0
2019,CAB0397,Intra-Europe,consortium,2002,17,2,1028.0,11,None,27.4,27.4,73.5,0,25,47,0,42.9,none,0,0.0
2020,CAB0397,Intra-Europe,consortium,2002,18,2,1028.0,11,None,27.4,27.4,96.4,0,25,49,0,44.4,none,0,1.0
2021,CAB0397,Intra-Europe,consortium,2002,19,2,1028.0,11,None,27.4,27.4,100.0,0,25,49,0,46.0,natural_hazard,1,0.0
2022,CAB0397,Intra-Europe,consortium,2002,20,2,1028.0,11,None,27.4,27.4,62.1,0,25,52,0,47.6,none,0,0.0
2023,CAB0397,Intra-Europe,consortium,2002,21,2,1028.0,11,None,27.4,27.4,93.5,0,25,53,0,49.2,none,0,0.0
2024,CAB0397,Intra-Europe,consortium,2002,22,2,1028.0,11,None,27.4,27.4,71.0,0,25,53,0,50.8,none,0,0.0
2025,CAB0397,Intra-Europe,consortium,2002,23,2,1028.0,11,None,27.4,27.4,66.0,0,25,58,0,52.4,none,0,1.0
2026,CAB0397,Intra-Europe,consortium,2002,24,2,1028.0,11,None,27.4,27.4,72.5,0,25,60,0,54.0,suspected_external,1,
2015,CAB0398,Intra-Pacific-Islands,hyperscaler,2015,0,14,2508.0,4,None,452.0,143.4,15.8,1,25,28,1,19.8,none,0,0.0
2016,CAB0398,Intra-Pacific-Islands,hyperscaler,2015,1,14,2508.0,4,None,452.0,102.6,56.3,1,25,29,1,21.4,none,0,0.0
2017,CAB0398,Intra-Pacific-Islands,hyperscaler,2015,2,14,2508.0,4,None,452.0,144.1,48.2,1,25,29,1,23.0,none,0,0.0
2018,CAB0398,Intra-Pacific-Islands,hyperscaler,2015,3,14,2508.0,4,None,452.0,197.5,39.9,1,25,30,1,24.6,none,0,0.0
2019,CAB0398,Intra-Pacific-Islands,hyperscaler,2015,4,14,2508.0,4,None,452.0,227.6,23.7,1,25,35,1,26.2,none,0,0.0
2020,CAB0398,Intra-Pacific-Islands,hyperscaler,2015,5,14,2508.0,4,None,452.0,216.0,15.3,1,25,40,0,7.9,none,0,0.0
2021,CAB0398,Intra-Pacific-Islands,hyperscaler,2015,6,14,2508.0,4,None,452.0,246.4,26.3,1,25,41,0,9.5,none,0,0.0
2022,CAB0398,Intra-Pacific-Islands,hyperscaler,2015,7,14,2508.0,4,None,452.0,257.9,40.5,1,25,43,0,11.1,none,0,0.0
2023,CAB0398,Intra-Pacific-Islands,hyperscaler,2015,8,14,2508.0,4,None,452.0,346.1,55.7,1,25,45,0,12.7,none,0,0.0
2024,CAB0398,Intra-Pacific-Islands,hyperscaler,2015,9,14,2508.0,4,None,452.0,346.9,52.9,1,25,48,0,14.3,none,0,0.0
2025,CAB0398,Intra-Pacific-Islands,hyperscaler,2015,10,14,2508.0,4,None,452.0,412.4,55.5,1,25,50,0,15.9,none,0,0.0
2026,CAB0398,Intra-Pacific-Islands,hyperscaler,2015,11,14,2508.0,4,None,452.0,428.1,61.0,1,25,51,0,17.5,none,0,
2015,CAB0399,Americas,consortium,2002,13,17,2541.0,7,None,233.1,233.1,91.6,1,25,28,1,40.5,fishing_anchor,1,0.0
2016,CAB0399,Americas,consortium,2002,14,17,2541.0,7,None,233.1,233.1,76.3,1,25,29,1,42.1,none,0,0.0
2017,CAB0399,Americas,consortium,2002,15,17,2541.0,7,None,233.1,233.1,64.8,1,25,29,1,43.7,none,0,1.0
2018,CAB0399,Americas,consortium,2002,16,17,2541.0,7,None,233.1,233.1,58.6,1,25,31,1,45.2,fishing_anchor,1,0.0
2019,CAB0399,Americas,consortium,2002,17,17,2541.0,7,None,233.1,233.1,76.5,1,25,32,1,46.8,none,0,0.0
2020,CAB0399,Americas,consortium,2002,18,17,2541.0,7,None,233.1,233.1,100.0,1,25,33,1,48.4,none,0,0.0
2021,CAB0399,Americas,consortium,2002,19,17,2541.0,7,None,233.1,233.1,60.5,1,25,37,1,50.0,none,0,0.0
2022,CAB0399,Americas,consortium,2002,20,17,2541.0,7,None,233.1,233.1,80.8,1,25,37,1,51.6,none,0,0.0
2023,CAB0399,Americas,consortium,2002,21,17,2541.0,7,None,233.1,233.1,67.7,1,25,37,1,53.2,none,0,0.0
2024,CAB0399,Americas,consortium,2002,22,17,2541.0,7,None,233.1,233.1,100.0,1,25,39,1,54.8,none,0,0.0
2025,CAB0399,Americas,consortium,2002,23,17,2541.0,7,None,233.1,233.1,90.0,1,25,39,1,56.3,none,0,0.0
2026,CAB0399,Americas,consortium,2002,24,17,2541.0,7,None,233.1,233.1,93.8,1,25,40,0,38.1,none,0,
2015,CAB0400,Intra-Asia,hyperscaler,2000,15,2,5961.0,4,Luzon-Strait,21.7,21.7,73.3,1,25,53,0,51.6,none,0,0.0
2016,CAB0400,Intra-Asia,hyperscaler,2000,16,2,5961.0,4,Luzon-Strait,21.7,21.7,63.6,1,25,59,0,53.2,none,0,1.0
2017,CAB0400,Intra-Asia,hyperscaler,2000,17,2,5961.0,4,Luzon-Strait,21.7,21.7,46.1,1,25,60,0,54.8,fishing_anchor,1,1.0
2018,CAB0400,Intra-Asia,hyperscaler,2000,18,2,5961.0,4,Luzon-Strait,21.7,21.7,100.0,1,25,62,0,56.3,fishing_anchor,1,1.0
2019,CAB0400,Intra-Asia,hyperscaler,2000,19,2,5961.0,4,Luzon-Strait,21.7,21.7,64.3,1,25,64,0,57.9,fishing_anchor,1,1.0
2020,CAB0400,Intra-Asia,hyperscaler,2000,20,2,5961.0,4,Luzon-Strait,21.7,21.7,68.5,1,25,66,0,59.5,natural_hazard,1,1.0
2021,CAB0400,Intra-Asia,hyperscaler,2000,21,2,5961.0,4,Luzon-Strait,21.7,21.7,100.0,1,25,69,0,61.1,fishing_anchor,1,1.0
2022,CAB0400,Intra-Asia,hyperscaler,2000,22,2,5961.0,4,Luzon-Strait,21.7,21.7,100.0,1,25,70,0,62.7,equipment,1,0.0
2023,CAB0400,Intra-Asia,hyperscaler,2000,23,2,5961.0,4,Luzon-Strait,21.7,21.7,94.5,1,25,70,0,64.3,none,0,0.0
2024,CAB0400,Intra-Asia,hyperscaler,2000,24,2,5961.0,4,Luzon-Strait,21.7,21.7,100.0,1,25,75,0,65.9,none,0,1.0
2025,CAB0400,Intra-Asia,hyperscaler,2000,25,2,5961.0,4,Luzon-Strait,21.7,21.7,97.6,1,25,77,0,67.5,fishing_anchor,1,0.0
2026,CAB0400,Intra-Asia,hyperscaler,2000,26,2,5961.0,4,Luzon-Strait,21.7,21.7,92.8,1,25,77,0,69.0,none,0,
2025,CAB0401,Intra-Asia,consortium,2025,0,12,1650.0,3,None,558.9,115.6,69.3,0,25,77,0,15.9,none,0,0.0
2026,CAB0401,Intra-Asia,consortium,2025,1,12,1650.0,3,None,558.9,202.2,58.2,0,25,77,0,17.5,none,0,
2015,CAB0402,Intra-Asia,government,2010,5,4,4409.0,7,Luzon-Strait,100.6,56.3,31.3,0,25,53,0,51.6,none,0,0.0
2016,CAB0402,Intra-Asia,government,2010,6,4,4409.0,7,Luzon-Strait,100.6,56.5,65.3,0,25,59,0,53.2,none,0,0.0
2017,CAB0402,Intra-Asia,government,2010,7,4,4409.0,7,Luzon-Strait,100.6,67.5,61.7,0,25,60,0,54.8,none,0,0.0
2018,CAB0402,Intra-Asia,government,2010,8,4,4409.0,7,Luzon-Strait,100.6,78.7,71.0,0,25,62,0,56.3,none,0,0.0
2019,CAB0402,Intra-Asia,government,2010,9,4,4409.0,7,Luzon-Strait,100.6,73.0,63.9,0,25,64,0,57.9,none,0,1.0
2020,CAB0402,Intra-Asia,government,2010,10,4,4409.0,7,Luzon-Strait,100.6,84.5,63.9,0,25,66,0,59.5,fishing_anchor,1,0.0
2021,CAB0402,Intra-Asia,government,2010,11,4,4409.0,7,Luzon-Strait,100.6,87.1,85.3,0,25,69,0,61.1,none,0,0.0
2022,CAB0402,Intra-Asia,government,2010,12,4,4409.0,7,Luzon-Strait,100.6,95.5,63.3,0,25,70,0,62.7,none,0,0.0
2023,CAB0402,Intra-Asia,government,2010,13,4,4409.0,7,Luzon-Strait,100.6,100.6,73.3,0,25,70,0,64.3,none,0,1.0
2024,CAB0402,Intra-Asia,government,2010,14,4,4409.0,7,Luzon-Strait,100.6,100.6,71.7,0,25,75,0,65.9,equipment,1,0.0
2025,CAB0402,Intra-Asia,government,2010,15,4,4409.0,7,Luzon-Strait,100.6,100.6,98.4,0,25,77,0,67.5,none,0,0.0
2026,CAB0402,Intra-Asia,government,2010,16,4,4409.0,7,Luzon-Strait,100.6,100.6,97.2,0,25,77,0,69.0,none,0,
2015,CAB0403,Intra-Europe,consortium,2004,11,3,1646.0,7,None,49.7,45.1,97.3,1,25,41,0,17.5,none,0,0.0
2016,CAB0403,Intra-Europe,consortium,2004,12,3,1646.0,7,None,49.7,45.8,63.5,1,25,42,0,19.0,none,0,0.0
2017,CAB0403,Intra-Europe,consortium,2004,13,3,1646.0,7,None,49.7,49.7,72.1,1,25,44,0,20.6,none,0,0.0
2018,CAB0403,Intra-Europe,consortium,2004,14,3,1646.0,7,None,49.7,49.7,93.9,1,25,45,0,22.2,none,0,0.0
2019,CAB0403,Intra-Europe,consortium,2004,15,3,1646.0,7,None,49.7,49.7,96.4,1,25,47,0,23.8,none,0,0.0
2020,CAB0403,Intra-Europe,consortium,2004,16,3,1646.0,7,None,49.7,49.7,63.3,1,25,49,0,25.4,none,0,1.0
2021,CAB0403,Intra-Europe,consortium,2004,17,3,1646.0,7,None,49.7,49.7,100.0,1,25,49,0,27.0,natural_hazard,1,0.0
2022,CAB0403,Intra-Europe,consortium,2004,18,3,1646.0,7,None,49.7,49.7,88.9,1,25,52,0,28.6,none,0,0.0
2023,CAB0403,Intra-Europe,consortium,2004,19,3,1646.0,7,None,49.7,49.7,55.4,1,25,53,0,30.2,none,0,0.0
2024,CAB0403,Intra-Europe,consortium,2004,20,3,1646.0,7,None,49.7,49.7,100.0,1,25,53,0,31.7,none,0,0.0
2025,CAB0403,Intra-Europe,consortium,2004,21,3,1646.0,7,None,49.7,49.7,65.6,1,25,58,0,33.3,none,0,0.0
2026,CAB0403,Intra-Europe,consortium,2004,22,3,1646.0,7,None,49.7,49.7,86.3,1,25,60,0,34.9,none,0,
2015,CAB0404,Americas,government,2009,6,11,2788.0,7,Panama,260.9,161.5,26.0,0,25,28,1,73.0,equipment,1,0.0
2016,CAB0404,Americas,government,2009,7,11,2788.0,7,Panama,260.9,173.7,46.1,0,25,29,1,74.6,none,0,1.0
2017,CAB0404,Americas,government,2009,8,11,2788.0,7,Panama,260.9,172.0,44.9,0,25,29,1,76.2,fishing_anchor,1,1.0
2018,CAB0404,Americas,government,2009,9,11,2788.0,7,Panama,260.9,196.2,80.5,0,25,31,1,77.8,suspected_external,1,0.0
2019,CAB0404,Americas,government,2009,10,11,2788.0,7,Panama,260.9,206.7,41.2,0,25,32,1,79.4,none,0,1.0
2020,CAB0404,Americas,government,2009,11,11,2788.0,7,Panama,260.9,230.2,56.1,0,25,33,1,81.0,fishing_anchor,1,1.0
2021,CAB0404,Americas,government,2009,12,11,2788.0,7,Panama,260.9,247.5,58.4,0,25,37,1,82.5,fishing_anchor,1,1.0
2022,CAB0404,Americas,government,2009,13,11,2788.0,7,Panama,260.9,260.9,64.6,0,25,37,1,84.1,natural_hazard,1,1.0
2023,CAB0404,Americas,government,2009,14,11,2788.0,7,Panama,260.9,260.9,33.0,0,25,37,1,85.7,equipment,1,1.0
2024,CAB0404,Americas,government,2009,15,11,2788.0,7,Panama,260.9,260.9,64.2,0,25,39,1,87.3,fishing_anchor,1,0.0
2025,CAB0404,Americas,government,2009,16,11,2788.0,7,Panama,260.9,260.9,39.9,0,25,39,1,88.9,none,0,1.0
2026,CAB0404,Americas,government,2009,17,11,2788.0,7,Panama,260.9,260.9,100.0,0,25,40,0,70.6,fishing_anchor,1,
2015,CAB0405,Africa-Coastal,hyperscaler,2002,13,17,10177.0,6,None,233.1,229.5,80.4,1,25,36,1,40.5,none,0,1.0
2016,CAB0405,Africa-Coastal,hyperscaler,2002,14,17,10177.0,6,None,233.1,233.1,65.9,1,25,37,1,42.1,fishing_anchor,1,0.0
2017,CAB0405,Africa-Coastal,hyperscaler,2002,15,17,10177.0,6,None,233.1,233.1,83.6,1,25,40,0,23.8,none,0,1.0
2018,CAB0405,Africa-Coastal,hyperscaler,2002,16,17,10177.0,6,None,233.1,233.1,94.8,1,25,40,0,25.4,fishing_anchor,1,0.0
2019,CAB0405,Africa-Coastal,hyperscaler,2002,17,17,10177.0,6,None,233.1,233.1,78.6,1,25,42,0,27.0,none,0,0.0
2020,CAB0405,Africa-Coastal,hyperscaler,2002,18,17,10177.0,6,None,233.1,233.1,57.2,1,25,43,0,28.6,none,0,1.0
2021,CAB0405,Africa-Coastal,hyperscaler,2002,19,17,10177.0,6,None,233.1,233.1,100.0,1,25,44,0,30.2,fishing_anchor,1,0.0
2022,CAB0405,Africa-Coastal,hyperscaler,2002,20,17,10177.0,6,None,233.1,233.1,85.3,1,25,45,0,31.7,none,0,0.0
2023,CAB0405,Africa-Coastal,hyperscaler,2002,21,17,10177.0,6,None,233.1,233.1,100.0,1,25,47,0,33.3,none,0,0.0
2024,CAB0405,Africa-Coastal,hyperscaler,2002,22,17,10177.0,6,None,233.1,233.1,81.8,1,25,49,0,34.9,none,0,0.0
2025,CAB0405,Africa-Coastal,hyperscaler,2002,23,17,10177.0,6,None,233.1,233.1,65.2,1,25,52,0,36.5,none,0,0.0
2026,CAB0405,Africa-Coastal,hyperscaler,2002,24,17,10177.0,6,None,233.1,233.1,79.4,1,25,53,0,38.1,none,0,
2017,CAB0406,EMEA-Asia,carrier,2017,0,30,16244.0,4,Bab-el-Mandeb,1054.3,227.2,50.8,0,25,32,1,63.5,equipment,1,0.0
2018,CAB0406,EMEA-Asia,carrier,2017,1,30,16244.0,4,Bab-el-Mandeb,1054.3,333.9,43.5,0,25,34,1,65.1,none,0,0.0
2019,CAB0406,EMEA-Asia,carrier,2017,2,30,16244.0,4,Bab-el-Mandeb,1054.3,420.6,21.3,0,25,37,1,66.7,none,0,1.0
2020,CAB0406,EMEA-Asia,carrier,2017,3,30,16244.0,4,Bab-el-Mandeb,1054.3,425.6,18.4,0,25,40,0,48.4,fishing_anchor,1,1.0
2021,CAB0406,EMEA-Asia,carrier,2017,4,30,16244.0,4,Bab-el-Mandeb,1054.3,520.7,67.3,0,25,44,0,50.0,fishing_anchor,1,0.0
2022,CAB0406,EMEA-Asia,carrier,2017,5,30,16244.0,4,Bab-el-Mandeb,1054.3,588.0,35.8,0,25,45,0,51.6,none,0,1.0
2023,CAB0406,EMEA-Asia,carrier,2017,6,30,16244.0,4,Bab-el-Mandeb,1054.3,517.4,40.1,0,25,47,0,53.2,suspected_external,1,1.0
2024,CAB0406,EMEA-Asia,carrier,2017,7,30,16244.0,4,Bab-el-Mandeb,1054.3,656.6,31.2,0,25,48,0,54.8,equipment,1,0.0
2025,CAB0406,EMEA-Asia,carrier,2017,8,30,16244.0,4,Bab-el-Mandeb,1054.3,788.4,100.0,0,25,47,0,56.3,none,0,0.0
2026,CAB0406,EMEA-Asia,carrier,2017,9,30,16244.0,4,Bab-el-Mandeb,1054.3,845.7,90.6,0,25,47,0,57.9,none,0,
2025,CAB0407,Trans-Atlantic,consortium,2025,0,12,5268.0,7,None,558.9,131.1,19.6,1,25,62,0,0.0,none,0,0.0
2026,CAB0407,Trans-Atlantic,consortium,2025,1,12,5268.0,7,None,558.9,166.2,65.6,1,25,63,0,1.6,none,0,
2015,CAB0408,Africa-Coastal,carrier,2013,2,4,13828.0,7,None,117.7,49.0,62.2,0,25,36,1,38.9,none,0,0.0
2016,CAB0408,Africa-Coastal,carrier,2013,3,4,13828.0,7,None,117.7,44.8,44.8,0,25,37,1,40.5,none,0,0.0
2017,CAB0408,Africa-Coastal,carrier,2013,4,4,13828.0,7,None,117.7,70.3,27.4,0,25,40,0,22.2,none,0,1.0
2018,CAB0408,Africa-Coastal,carrier,2013,5,4,13828.0,7,None,117.7,66.7,30.8,0,25,40,0,23.8,equipment,1,0.0
2019,CAB0408,Africa-Coastal,carrier,2013,6,4,13828.0,7,None,117.7,59.2,42.4,0,25,42,0,25.4,none,0,0.0
2020,CAB0408,Africa-Coastal,carrier,2013,7,4,13828.0,7,None,117.7,80.7,61.3,0,25,43,0,27.0,none,0,0.0
2021,CAB0408,Africa-Coastal,carrier,2013,8,4,13828.0,7,None,117.7,85.3,72.3,0,25,44,0,28.6,none,0,1.0
2022,CAB0408,Africa-Coastal,carrier,2013,9,4,13828.0,7,None,117.7,85.2,64.4,0,25,45,0,30.2,equipment,1,0.0
2023,CAB0408,Africa-Coastal,carrier,2013,10,4,13828.0,7,None,117.7,101.2,66.4,0,25,47,0,31.7,none,0,0.0
2024,CAB0408,Africa-Coastal,carrier,2013,11,4,13828.0,7,None,117.7,112.6,67.8,0,25,49,0,33.3,none,0,0.0
2025,CAB0408,Africa-Coastal,carrier,2013,12,4,13828.0,7,None,117.7,117.7,74.3,0,25,52,0,34.9,none,0,1.0
2026,CAB0408,Africa-Coastal,carrier,2013,13,4,13828.0,7,None,117.7,115.6,51.6,0,25,53,0,36.5,fishing_anchor,1,
2023,CAB0409,Trans-Pacific,consortium,2023,0,8,9494.0,4,None,349.7,108.7,50.9,0,25,47,0,15.9,none,0,0.0
2024,CAB0409,Trans-Pacific,consortium,2023,1,8,9494.0,4,None,349.7,103.8,23.7,0,25,49,0,17.5,none,0,0.0
2025,CAB0409,Trans-Pacific,consortium,2023,2,8,9494.0,4,None,349.7,95.3,65.6,0,25,50,0,19.0,none,0,0.0
2026,CAB0409,Trans-Pacific,consortium,2023,3,8,9494.0,4,None,349.7,141.9,31.8,0,25,48,0,20.6,none,0,
2015,CAB0410,Intra-Asia,consortium,2014,1,7,5630.0,5,None,216.0,73.8,84.1,0,25,53,0,17.5,none,0,0.0
2016,CAB0410,Intra-Asia,consortium,2014,2,7,5630.0,5,None,216.0,87.1,33.5,0,25,59,0,19.0,none,0,0.0
2017,CAB0410,Intra-Asia,consortium,2014,3,7,5630.0,5,None,216.0,94.0,40.7,0,25,60,0,20.6,none,0,0.0
2018,CAB0410,Intra-Asia,consortium,2014,4,7,5630.0,5,None,216.0,95.1,42.3,0,25,62,0,22.2,none,0,0.0
2019,CAB0410,Intra-Asia,consortium,2014,5,7,5630.0,5,None,216.0,138.9,53.7,0,25,64,0,23.8,none,0,0.0
2020,CAB0410,Intra-Asia,consortium,2014,6,7,5630.0,5,None,216.0,133.2,46.3,0,25,66,0,25.4,none,0,0.0
2021,CAB0410,Intra-Asia,consortium,2014,7,7,5630.0,5,None,216.0,151.3,46.6,0,25,69,0,27.0,none,0,0.0
2022,CAB0410,Intra-Asia,consortium,2014,8,7,5630.0,5,None,216.0,154.2,73.5,0,25,70,0,28.6,none,0,0.0
2023,CAB0410,Intra-Asia,consortium,2014,9,7,5630.0,5,None,216.0,157.2,57.2,0,25,70,0,30.2,none,0,0.0
2024,CAB0410,Intra-Asia,consortium,2014,10,7,5630.0,5,None,216.0,180.3,38.0,0,25,75,0,31.7,none,0,0.0
